,Retailer,Retailer ID,Invoice Date,Region,State,City,Beverage Brand,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin
,DreamCo,1189833,15-01-2021,West,California,Los Angeles,Powerade,$0.50 ,"5,000","$2,500 ","$1,375 ",55%
,DreamCo,1189833,15-01-2021,West,California,Los Angeles,Dasani Water,$0.45 ,"7,000","$3,150 ",$630 ,20%
,DreamCo,1189833,15-02-2021,West,California,Los Angeles,Coca-Cola,$0.35 ,"7,500","$2,625 ","$1,050 ",40%
,DreamCo,1189833,15-02-2021,West,California,Los Angeles,Diet Coke,$0.45 ,"6,500","$2,925 ",$731 ,25%
,DreamCo,1189833,15-02-2021,West,California,Los Angeles,Sprite,$0.45 ,"6,750","$3,038 ","$1,215 ",40%
,DreamCo,1189833,15-02-2021,West,California,Los Angeles,Fanta,$0.45 ,"5,250","$2,363 ",$827 ,35%
,DreamCo,1189833,15-02-2021,West,California,Los Angeles,Powerade,$0.50 ,"4,500","$2,250 ","$1,238 ",55%
,DreamCo,1189833,15-02-2021,West,California,Los Angeles,Dasani Water,$0.45 ,"6,500","$2,925 ",$585 ,20%
,DreamCo,1189833,14-03-2021,West,California,Los Angeles,Coca-Cola,$0.35 ,"8,000","$2,800 ","$1,120 ",40%
,DreamCo,1189833,14-03-2021,West,California,Los Angeles,Diet Coke,$0.45 ,"6,500","$2,925 ",$731 ,25%
,DreamCo,1189833,14-03-2021,West,California,Los Angeles,Sprite,$0.45 ,"6,500","$2,925 ","$1,170 ",40%
,DreamCo,1189833,14-03-2021,West,California,Los Angeles,Fanta,$0.45 ,"5,500","$2,475 ",$866 ,35%
,DreamCo,1189833,14-03-2021,West,California,Los Angeles,Powerade,$0.50 ,"4,250","$2,125 ","$1,169 ",55%
,DreamCo,1189833,14-03-2021,West,California,Los Angeles,Dasani Water,$0.45 ,"6,250","$2,813 ",$563 ,20%
,DreamCo,1189833,15-04-2021,West,California,Los Angeles,Coca-Cola,$0.45 ,"8,000","$3,600 ","$1,440 ",40%
,DreamCo,1189833,15-04-2021,West,California,Los Angeles,Diet Coke,$0.50 ,"6,000","$3,000 ",$750 ,25%
,DreamCo,1189833,15-04-2021,West,California,Los Angeles,Sprite,$0.50 ,"6,250","$3,125 ","$1,250 ",40%
,DreamCo,1189833,15-04-2021,West,California,Los Angeles,Fanta,$0.45 ,"5,250","$2,363 ",$827 ,35%
,DreamCo,1189833,15-04-2021,West,California,Los Angeles,Powerade,$0.50 ,"4,250","$2,125 ","$1,169 ",55%
,DreamCo,1189833,15-04-2021,West,California,Los Angeles,Dasani Water,$0.65 ,"6,000","$3,900 ",$780 ,20%
,DreamCo,1189833,16-05-2021,West,California,Los Angeles,Coca-Cola,$0.45 ,"8,000","$3,600 ","$1,440 ",40%
,DreamCo,1189833,16-05-2021,West,California,Los Angeles,Diet Coke,$0.50 ,"6,500","$3,250 ",$813 ,25%
,DreamCo,1189833,16-05-2021,West,California,Los Angeles,Sprite,$0.50 ,"6,500","$3,250 ","$1,300 ",40%
,DreamCo,1189833,16-05-2021,West,California,Los Angeles,Fanta,$0.45 ,"5,500","$2,475 ",$866 ,35%
,DreamCo,1189833,16-05-2021,West,California,Los Angeles,Powerade,$0.50 ,"4,500","$2,250 ","$1,238 ",55%
,DreamCo,1189833,16-05-2021,West,California,Los Angeles,Dasani Water,$0.65 ,"6,250","$4,063 ",$813 ,20%
,DreamCo,1189833,15-06-2021,West,California,Los Angeles,Coca-Cola,$0.45 ,"9,000","$4,050 ","$1,620 ",40%
,DreamCo,1189833,15-06-2021,West,California,Los Angeles,Diet Coke,$0.50 ,"7,500","$3,750 ",$938 ,25%
,DreamCo,1189833,15-06-2021,West,California,Los Angeles,Sprite,$0.50 ,"7,500","$3,750 ","$1,500 ",40%
,DreamCo,1189833,15-06-2021,West,California,Los Angeles,Fanta,$0.45 ,"6,250","$2,813 ",$984 ,35%
,DreamCo,1189833,15-06-2021,West,California,Los Angeles,Powerade,$0.50 ,"5,000","$2,500 ","$1,375 ",55%
,DreamCo,1189833,15-06-2021,West,California,Los Angeles,Dasani Water,$0.65 ,"8,000","$5,200 ","$1,040 ",20%
,DreamCo,1189833,14-07-2021,West,California,Los Angeles,Coca-Cola,$0.45 ,"9,500","$4,275 ","$1,710 ",40%
,DreamCo,1189833,14-07-2021,West,California,Los Angeles,Diet Coke,$0.50 ,"8,000","$4,000 ","$1,000 ",25%
,DreamCo,1189833,14-07-2021,West,California,Los Angeles,Sprite,$0.50 ,"7,500","$3,750 ","$1,500 ",40%
,DreamCo,1189833,14-07-2021,West,California,Los Angeles,Fanta,$0.45 ,"6,500","$2,925 ","$1,024 ",35%
,DreamCo,1189833,14-07-2021,West,California,Los Angeles,Powerade,$0.50 ,"7,000","$3,500 ","$1,925 ",55%
,DreamCo,1189833,14-07-2021,West,California,Los Angeles,Dasani Water,$0.65 ,"7,000","$4,550 ",$910 ,20%
,DreamCo,1189833,15-08-2021,West,California,Los Angeles,Coca-Cola,$0.50 ,"9,000","$4,500 ","$1,800 ",40%
,DreamCo,1189833,15-08-2021,West,California,Los Angeles,Diet Coke,$0.55 ,"8,500","$4,675 ","$1,169 ",25%
,DreamCo,1189833,15-08-2021,West,California,Los Angeles,Sprite,$0.50 ,"7,250","$3,625 ","$1,450 ",40%
,DreamCo,1189833,15-08-2021,West,California,Los Angeles,Fanta,$0.50 ,"6,750","$3,375 ","$1,181 ",35%
,DreamCo,1189833,15-08-2021,West,California,Los Angeles,Powerade,$0.60 ,"6,750","$4,050 ","$2,228 ",55%
,DreamCo,1189833,15-08-2021,West,California,Los Angeles,Dasani Water,$0.65 ,"6,500","$4,225 ",$845 ,20%
,DreamCo,1189833,16-09-2021,West,California,Los Angeles,Coca-Cola,$0.50 ,"8,500","$4,250 ","$1,700 ",40%
,DreamCo,1189833,16-09-2021,West,California,Los Angeles,Diet Coke,$0.55 ,"8,500","$4,675 ","$1,169 ",25%
,DreamCo,1189833,16-09-2021,West,California,Los Angeles,Sprite,$0.50 ,"7,000","$3,500 ","$1,400 ",40%
,DreamCo,1189833,16-09-2021,West,California,Los Angeles,Fanta,$0.50 ,"6,500","$3,250 ","$1,138 ",35%
,DreamCo,1189833,16-09-2021,West,California,Los Angeles,Powerade,$0.60 ,"6,500","$3,900 ","$2,145 ",55%
,DreamCo,1189833,16-09-2021,West,California,Los Angeles,Dasani Water,$0.65 ,"7,000","$4,550 ",$910 ,20%
,DreamCo,1189833,15-10-2021,West,California,Los Angeles,Coca-Cola,$0.50 ,"8,000","$4,000 ","$1,600 ",40%
,DreamCo,1189833,15-10-2021,West,California,Los Angeles,Diet Coke,$0.55 ,"8,000","$4,400 ","$1,100 ",25%
,DreamCo,1189833,15-10-2021,West,California,Los Angeles,Sprite,$0.50 ,"6,500","$3,250 ","$1,300 ",40%
,DreamCo,1189833,15-10-2021,West,California,Los Angeles,Fanta,$0.50 ,"6,250","$3,125 ","$1,094 ",35%
,DreamCo,1189833,15-10-2021,West,California,Los Angeles,Powerade,$0.60 ,"6,000","$3,600 ","$1,980 ",55%
,DreamCo,1189833,15-10-2021,West,California,Los Angeles,Dasani Water,$0.65 ,"6,500","$4,225 ",$845 ,20%
,DreamCo,1189833,15-11-2021,West,California,Los Angeles,Coca-Cola,$0.50 ,"8,250","$4,125 ","$1,650 ",40%
,DreamCo,1189833,15-11-2021,West,California,Los Angeles,Diet Coke,$0.55 ,"8,250","$4,538 ","$1,134 ",25%
,DreamCo,1189833,15-11-2021,West,California,Los Angeles,Sprite,$0.50 ,"6,750","$3,375 ","$1,350 ",40%
,DreamCo,1189833,15-11-2021,West,California,Los Angeles,Fanta,$0.50 ,"6,500","$3,250 ","$1,138 ",35%
,DreamCo,1189833,15-11-2021,West,California,Los Angeles,Powerade,$0.60 ,"6,000","$3,600 ","$1,980 ",55%
,DreamCo,1189833,15-11-2021,West,California,Los Angeles,Dasani Water,$0.65 ,"7,000","$4,550 ",$910 ,20%
,DreamCo,1189833,14-12-2021,West,California,Los Angeles,Coca-Cola,$0.50 ,"9,000","$4,500 ","$1,800 ",40%
,DreamCo,1189833,14-12-2021,West,California,Los Angeles,Diet Coke,$0.55 ,"9,000","$4,950 ","$1,238 ",25%
,DreamCo,1189833,14-12-2021,West,California,Los Angeles,Sprite,$0.50 ,"7,000","$3,500 ","$1,400 ",40%
,DreamCo,1189833,14-12-2021,West,California,Los Angeles,Fanta,$0.50 ,"7,000","$3,500 ","$1,225 ",35%
,DreamCo,1189833,14-12-2021,West,California,Los Angeles,Powerade,$0.60 ,"6,250","$3,750 ","$2,063 ",55%
,DreamCo,1189833,14-12-2021,West,California,Los Angeles,Dasani Water,$0.65 ,"7,250","$4,713 ",$943 ,20%
,Sodapop,1185732,15-01-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.45 ,"4,750","$2,138 ",$855 ,40%
,Sodapop,1185732,15-01-2021,Midwest,Illinois,Chicago,Diet Coke,$0.45 ,"2,750","$1,238 ",$433 ,35%
,Sodapop,1185732,15-01-2021,Midwest,Illinois,Chicago,Sprite,$0.35 ,"2,750",$963 ,$337 ,35%
,Sodapop,1185732,15-01-2021,Midwest,Illinois,Chicago,Fanta,$0.40 ,"1,250",$500 ,$200 ,40%
,Sodapop,1185732,15-01-2021,Midwest,Illinois,Chicago,Powerade,$0.55 ,"1,750",$963 ,$337 ,35%
,Sodapop,1185732,15-01-2021,Midwest,Illinois,Chicago,Dasani Water,$0.45 ,"2,750","$1,238 ",$619 ,50%
,Sodapop,1185732,15-02-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.45 ,"5,250","$2,363 ",$945 ,40%
,Sodapop,1185732,15-02-2021,Midwest,Illinois,Chicago,Diet Coke,$0.45 ,"1,750",$788 ,$276 ,35%
,Sodapop,1185732,15-02-2021,Midwest,Illinois,Chicago,Sprite,$0.35 ,"2,250",$788 ,$276 ,35%
,Sodapop,1185732,15-02-2021,Midwest,Illinois,Chicago,Fanta,$0.40 ,"1,000",$400 ,$160 ,40%
,Sodapop,1185732,15-02-2021,Midwest,Illinois,Chicago,Powerade,$0.55 ,"1,750",$963 ,$337 ,35%
,Sodapop,1185732,15-02-2021,Midwest,Illinois,Chicago,Dasani Water,$0.45 ,"2,750","$1,238 ",$619 ,50%
,Sodapop,1185732,14-03-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.50 ,"4,950","$2,475 ",$990 ,40%
,Sodapop,1185732,14-03-2021,Midwest,Illinois,Chicago,Diet Coke,$0.50 ,"2,000","$1,000 ",$350 ,35%
,Sodapop,1185732,14-03-2021,Midwest,Illinois,Chicago,Sprite,$0.40 ,"2,250",$900 ,$315 ,35%
,Sodapop,1185732,14-03-2021,Midwest,Illinois,Chicago,Fanta,$0.45 ,750,$338 ,$135 ,40%
,Sodapop,1185732,14-03-2021,Midwest,Illinois,Chicago,Powerade,$0.60 ,"1,250",$750 ,$263 ,35%
,Sodapop,1185732,14-03-2021,Midwest,Illinois,Chicago,Dasani Water,$0.50 ,"2,250","$1,125 ",$563 ,50%
,Sodapop,1185732,15-04-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.50 ,"4,500","$2,250 ",$900 ,40%
,Sodapop,1185732,15-04-2021,Midwest,Illinois,Chicago,Diet Coke,$0.50 ,"1,500",$750 ,$263 ,35%
,Sodapop,1185732,15-04-2021,Midwest,Illinois,Chicago,Sprite,$0.40 ,"1,500",$600 ,$210 ,35%
,Sodapop,1185732,15-04-2021,Midwest,Illinois,Chicago,Fanta,$0.45 ,750,$338 ,$135 ,40%
,Sodapop,1185732,15-04-2021,Midwest,Illinois,Chicago,Powerade,$0.60 ,"1,000",$600 ,$210 ,35%
,Sodapop,1185732,15-04-2021,Midwest,Illinois,Chicago,Dasani Water,$0.50 ,"2,250","$1,125 ",$563 ,50%
,Sodapop,1185732,16-05-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.60 ,"4,950","$2,970 ","$1,188 ",40%
,Sodapop,1185732,16-05-2021,Midwest,Illinois,Chicago,Diet Coke,$0.55 ,"2,000","$1,100 ",$385 ,35%
,Sodapop,1185732,16-05-2021,Midwest,Illinois,Chicago,Sprite,$0.50 ,"1,750",$875 ,$306 ,35%
,Sodapop,1185732,16-05-2021,Midwest,Illinois,Chicago,Fanta,$0.50 ,"1,000",$500 ,$200 ,40%
,Sodapop,1185732,16-05-2021,Midwest,Illinois,Chicago,Powerade,$0.60 ,"1,250",$750 ,$263 ,35%
,Sodapop,1185732,16-05-2021,Midwest,Illinois,Chicago,Dasani Water,$0.65 ,"2,500","$1,625 ",$813 ,50%
,Sodapop,1185732,15-06-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.50 ,"5,000","$2,500 ","$1,000 ",40%
,Sodapop,1185732,15-06-2021,Midwest,Illinois,Chicago,Diet Coke,$0.45 ,"2,500","$1,125 ",$394 ,35%
,Sodapop,1185732,15-06-2021,Midwest,Illinois,Chicago,Sprite,$0.40 ,"2,000",$800 ,$280 ,35%
,Sodapop,1185732,15-06-2021,Midwest,Illinois,Chicago,Fanta,$0.40 ,"1,750",$700 ,$280 ,40%
,Sodapop,1185732,15-06-2021,Midwest,Illinois,Chicago,Powerade,$0.50 ,"1,750",$875 ,$306 ,35%
,Sodapop,1185732,15-06-2021,Midwest,Illinois,Chicago,Dasani Water,$0.55 ,"3,500","$1,925 ",$963 ,50%
,Sodapop,1185732,14-07-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.50 ,"5,750","$2,875 ","$1,150 ",40%
,Sodapop,1185732,14-07-2021,Midwest,Illinois,Chicago,Diet Coke,$0.45 ,"3,250","$1,463 ",$512 ,35%
,Sodapop,1185732,14-07-2021,Midwest,Illinois,Chicago,Sprite,$0.40 ,"2,500","$1,000 ",$350 ,35%
,Sodapop,1185732,14-07-2021,Midwest,Illinois,Chicago,Fanta,$0.40 ,"2,000",$800 ,$320 ,40%
,Sodapop,1185732,14-07-2021,Midwest,Illinois,Chicago,Powerade,$0.50 ,"2,250","$1,125 ",$394 ,35%
,Sodapop,1185732,14-07-2021,Midwest,Illinois,Chicago,Dasani Water,$0.55 ,"4,000","$2,200 ","$1,100 ",50%
,Sodapop,1185732,15-08-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.50 ,"5,500","$2,750 ","$1,100 ",40%
,Sodapop,1185732,15-08-2021,Midwest,Illinois,Chicago,Diet Coke,$0.45 ,"3,250","$1,463 ",$512 ,35%
,Sodapop,1185732,15-08-2021,Midwest,Illinois,Chicago,Sprite,$0.40 ,"2,500","$1,000 ",$350 ,35%
,Sodapop,1185732,15-08-2021,Midwest,Illinois,Chicago,Fanta,$0.40 ,"2,250",$900 ,$360 ,40%
,Sodapop,1185732,15-08-2021,Midwest,Illinois,Chicago,Powerade,$0.50 ,"2,000","$1,000 ",$350 ,35%
,Sodapop,1185732,15-08-2021,Midwest,Illinois,Chicago,Dasani Water,$0.55 ,"3,750","$2,063 ","$1,031 ",50%
,Sodapop,1185732,16-09-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.50 ,"5,000","$2,500 ","$1,000 ",40%
,Sodapop,1185732,16-09-2021,Midwest,Illinois,Chicago,Diet Coke,$0.45 ,"3,000","$1,350 ",$473 ,35%
,Sodapop,1185732,16-09-2021,Midwest,Illinois,Chicago,Sprite,$0.40 ,"2,000",$800 ,$280 ,35%
,Sodapop,1185732,16-09-2021,Midwest,Illinois,Chicago,Fanta,$0.40 ,"1,750",$700 ,$280 ,40%
,Sodapop,1185732,16-09-2021,Midwest,Illinois,Chicago,Powerade,$0.50 ,"1,750",$875 ,$306 ,35%
,Sodapop,1185732,16-09-2021,Midwest,Illinois,Chicago,Dasani Water,$0.55 ,"2,500","$1,375 ",$688 ,50%
,Sodapop,1185732,15-10-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.60 ,"4,250","$2,550 ","$1,020 ",40%
,Sodapop,1185732,15-10-2021,Midwest,Illinois,Chicago,Diet Coke,$0.50 ,"2,500","$1,250 ",$438 ,35%
,Sodapop,1185732,15-10-2021,Midwest,Illinois,Chicago,Sprite,$0.50 ,"1,500",$750 ,$263 ,35%
,Sodapop,1185732,15-10-2021,Midwest,Illinois,Chicago,Fanta,$0.50 ,"1,250",$625 ,$250 ,40%
,Sodapop,1185732,15-10-2021,Midwest,Illinois,Chicago,Powerade,$0.60 ,"1,250",$750 ,$263 ,35%
,Sodapop,1185732,15-10-2021,Midwest,Illinois,Chicago,Dasani Water,$0.65 ,"2,500","$1,625 ",$813 ,50%
,Sodapop,1185732,15-11-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.60 ,"4,000","$2,400 ",$960 ,40%
,Sodapop,1185732,15-11-2021,Midwest,Illinois,Chicago,Diet Coke,$0.50 ,"2,500","$1,250 ",$438 ,35%
,Sodapop,1185732,15-11-2021,Midwest,Illinois,Chicago,Sprite,$0.50 ,"1,950",$975 ,$341 ,35%
,Sodapop,1185732,15-11-2021,Midwest,Illinois,Chicago,Fanta,$0.50 ,"1,750",$875 ,$350 ,40%
,Sodapop,1185732,15-11-2021,Midwest,Illinois,Chicago,Powerade,$0.60 ,"1,500",$900 ,$315 ,35%
,Sodapop,1185732,15-11-2021,Midwest,Illinois,Chicago,Dasani Water,$0.65 ,"2,500","$1,625 ",$813 ,50%
,Sodapop,1185732,14-12-2021,Midwest,Illinois,Chicago,Coca-Cola,$0.60 ,"5,000","$3,000 ","$1,200 ",40%
,Sodapop,1185732,14-12-2021,Midwest,Illinois,Chicago,Diet Coke,$0.50 ,"3,000","$1,500 ",$525 ,35%
,Sodapop,1185732,14-12-2021,Midwest,Illinois,Chicago,Sprite,$0.50 ,"2,500","$1,250 ",$438 ,35%
,Sodapop,1185732,14-12-2021,Midwest,Illinois,Chicago,Fanta,$0.50 ,"2,000","$1,000 ",$400 ,40%
,Sodapop,1185732,14-12-2021,Midwest,Illinois,Chicago,Powerade,$0.60 ,"2,000","$1,200 ",$420 ,35%
,Sodapop,1185732,14-12-2021,Midwest,Illinois,Chicago,Dasani Water,$0.65 ,"3,000","$1,950 ",$975 ,50%
,BevCo,1197831,02-01-2021,South,Texas,Dallas,Coca-Cola,$0.20 ,"7,250","$1,450 ",$435 ,30%
,BevCo,1197831,02-01-2021,South,Texas,Dallas,Diet Coke,$0.30 ,"7,250","$2,175 ",$653 ,30%
,BevCo,1197831,02-01-2021,South,Texas,Dallas,Sprite,$0.30 ,"5,250","$1,575 ",$473 ,30%
,BevCo,1197831,02-01-2021,South,Texas,Dallas,Fanta,$0.35 ,"5,250","$1,838 ",$735 ,40%
,BevCo,1197831,02-01-2021,South,Texas,Dallas,Powerade,$0.40 ,"3,750","$1,500 ",$375 ,25%
,BevCo,1197831,02-01-2021,South,Texas,Dallas,Dasani Water,$0.35 ,"5,250","$1,838 ",$827 ,45%
,BevCo,1197831,01-02-2021,South,Texas,Dallas,Coca-Cola,$0.25 ,"6,750","$1,688 ",$506 ,30%
,BevCo,1197831,01-02-2021,South,Texas,Dallas,Diet Coke,$0.35 ,"6,500","$2,275 ",$683 ,30%
,BevCo,1197831,01-02-2021,South,Texas,Dallas,Sprite,$0.35 ,"4,750","$1,663 ",$499 ,30%
,BevCo,1197831,01-02-2021,South,Texas,Dallas,Fanta,$0.35 ,"4,250","$1,488 ",$595 ,40%
,BevCo,1197831,01-02-2021,South,Texas,Dallas,Powerade,$0.40 ,"3,000","$1,200 ",$300 ,25%
,BevCo,1197831,01-02-2021,South,Texas,Dallas,Dasani Water,$0.35 ,"5,000","$1,750 ",$788 ,45%
,BevCo,1197831,03-03-2021,South,Texas,Dallas,Coca-Cola,$0.30 ,"6,750","$2,025 ",$709 ,35%
,BevCo,1197831,03-03-2021,South,Texas,Dallas,Diet Coke,$0.40 ,"6,750","$2,700 ",$945 ,35%
,BevCo,1197831,03-03-2021,South,Texas,Dallas,Sprite,$0.30 ,"5,000","$1,500 ",$525 ,35%
,BevCo,1197831,03-03-2021,South,Texas,Dallas,Fanta,$0.35 ,"4,000","$1,400 ",$630 ,45%
,BevCo,1197831,03-03-2021,South,Texas,Dallas,Powerade,$0.40 ,"3,000","$1,200 ",$360 ,30%
,BevCo,1197831,03-03-2021,South,Texas,Dallas,Dasani Water,$0.35 ,"4,500","$1,575 ",$788 ,50%
,BevCo,1197831,02-04-2021,South,Texas,Dallas,Coca-Cola,$0.20 ,"7,000","$1,400 ",$490 ,35%
,BevCo,1197831,02-04-2021,South,Texas,Dallas,Diet Coke,$0.30 ,"7,000","$2,100 ",$735 ,35%
,BevCo,1197831,02-04-2021,South,Texas,Dallas,Sprite,$0.25 ,"5,250","$1,313 ",$459 ,35%
,BevCo,1197831,02-04-2021,South,Texas,Dallas,Fanta,$0.30 ,"4,250","$1,275 ",$574 ,45%
,BevCo,1197831,02-04-2021,South,Texas,Dallas,Powerade,$0.35 ,"3,250","$1,138 ",$341 ,30%
,BevCo,1197831,02-04-2021,South,Texas,Dallas,Dasani Water,$0.30 ,"6,000","$1,800 ",$900 ,50%
,BevCo,1197831,02-05-2021,South,Texas,Dallas,Coca-Cola,$0.20 ,"7,500","$1,500 ",$525 ,35%
,BevCo,1197831,02-05-2021,South,Texas,Dallas,Diet Coke,$0.30 ,"7,750","$2,325 ",$814 ,35%
,BevCo,1197831,02-05-2021,South,Texas,Dallas,Sprite,$0.25 ,"6,250","$1,563 ",$547 ,35%
,BevCo,1197831,02-05-2021,South,Texas,Dallas,Fanta,$0.35 ,"5,500","$1,925 ",$866 ,45%
,BevCo,1197831,02-05-2021,South,Texas,Dallas,Powerade,$0.50 ,"4,500","$2,250 ",$675 ,30%
,BevCo,1197831,02-05-2021,South,Texas,Dallas,Dasani Water,$0.45 ,"8,000","$3,600 ","$1,800 ",50%
,BevCo,1197831,01-06-2021,South,Texas,Dallas,Coca-Cola,$0.45 ,"8,000","$3,600 ","$1,260 ",35%
,BevCo,1197831,01-06-2021,South,Texas,Dallas,Diet Coke,$0.50 ,"8,000","$4,000 ","$1,400 ",35%
,BevCo,1197831,01-06-2021,South,Texas,Dallas,Sprite,$0.45 ,"6,500","$2,925 ","$1,024 ",35%
,BevCo,1197831,01-06-2021,South,Texas,Dallas,Fanta,$0.45 ,"6,000","$2,700 ","$1,215 ",45%
,BevCo,1197831,01-06-2021,South,Texas,Dallas,Powerade,$0.50 ,"5,000","$2,500 ",$750 ,30%
,BevCo,1197831,01-06-2021,South,Texas,Dallas,Dasani Water,$0.55 ,"8,750","$4,813 ","$2,406 ",50%
,BevCo,1197831,03-07-2021,South,Texas,Dallas,Coca-Cola,$0.45 ,"8,250","$3,713 ","$1,485 ",40%
,BevCo,1197831,03-07-2021,South,Texas,Dallas,Diet Coke,$0.50 ,"8,250","$4,125 ","$1,650 ",40%
,BevCo,1197831,03-07-2021,South,Texas,Dallas,Sprite,$0.45 ,"9,750","$4,388 ","$1,755 ",40%
,BevCo,1197831,03-07-2021,South,Texas,Dallas,Fanta,$0.45 ,"5,750","$2,588 ","$1,294 ",50%
,BevCo,1197831,03-07-2021,South,Texas,Dallas,Powerade,$0.50 ,"5,750","$2,875 ","$1,006 ",35%
,BevCo,1197831,03-07-2021,South,Texas,Dallas,Dasani Water,$0.60 ,"8,500","$5,100 ","$2,805 ",55%
,BevCo,1197831,05-08-2021,South,Texas,Dallas,Coca-Cola,$0.50 ,"8,000","$4,000 ","$1,600 ",40%
,BevCo,1197831,05-08-2021,South,Texas,Dallas,Diet Coke,$0.55 ,"8,000","$4,400 ","$1,760 ",40%
,BevCo,1197831,05-08-2021,South,Texas,Dallas,Sprite,$0.50 ,"9,750","$4,875 ","$1,950 ",40%
,BevCo,1197831,05-08-2021,South,Texas,Dallas,Fanta,$0.50 ,"5,250","$2,625 ","$1,313 ",50%
,BevCo,1197831,05-08-2021,South,Texas,Dallas,Powerade,$0.55 ,"5,250","$2,888 ","$1,011 ",35%
,BevCo,1197831,05-08-2021,South,Texas,Dallas,Dasani Water,$0.60 ,"7,750","$4,650 ","$2,558 ",55%
,BevCo,1197831,02-09-2021,South,Texas,Dallas,Coca-Cola,$0.55 ,"7,250","$3,988 ","$1,595 ",40%
,BevCo,1197831,02-09-2021,South,Texas,Dallas,Diet Coke,$0.55 ,"6,750","$3,713 ","$1,485 ",40%
,BevCo,1197831,02-09-2021,South,Texas,Dallas,Sprite,$0.60 ,"7,250","$4,350 ","$1,740 ",40%
,BevCo,1197831,02-09-2021,South,Texas,Dallas,Fanta,$0.60 ,"4,500","$2,700 ","$1,350 ",50%
,BevCo,1197831,02-09-2021,South,Texas,Dallas,Powerade,$0.55 ,"4,500","$2,475 ",$866 ,35%
,BevCo,1197831,02-09-2021,South,Texas,Dallas,Dasani Water,$0.50 ,"6,750","$3,375 ","$1,856 ",55%
,BevCo,1197831,01-10-2021,South,Texas,Dallas,Coca-Cola,$0.40 ,"6,250","$2,500 ","$1,000 ",40%
,BevCo,1197831,01-10-2021,South,Texas,Dallas,Diet Coke,$0.40 ,"6,250","$2,500 ","$1,000 ",40%
,BevCo,1197831,01-10-2021,South,Texas,Dallas,Sprite,$0.45 ,"5,750","$2,588 ","$1,035 ",40%
,BevCo,1197831,01-10-2021,South,Texas,Dallas,Fanta,$0.45 ,"4,250","$1,913 ",$956 ,50%
,BevCo,1197831,01-10-2021,South,Texas,Dallas,Powerade,$0.40 ,"4,000","$1,600 ",$560 ,35%
,BevCo,1197831,01-10-2021,South,Texas,Dallas,Dasani Water,$0.50 ,"5,750","$2,875 ","$1,581 ",55%
,BevCo,1197831,02-11-2021,South,Texas,Dallas,Coca-Cola,$0.40 ,"7,250","$2,900 ","$1,160 ",40%
,BevCo,1197831,02-11-2021,South,Texas,Dallas,Diet Coke,$0.40 ,"7,250","$2,900 ","$1,160 ",40%
,BevCo,1197831,02-11-2021,South,Texas,Dallas,Sprite,$0.65 ,"6,500","$4,225 ","$1,690 ",40%
,BevCo,1197831,02-11-2021,South,Texas,Dallas,Fanta,$0.65 ,"5,000","$3,250 ","$1,625 ",50%
,BevCo,1197831,02-11-2021,South,Texas,Dallas,Powerade,$0.60 ,"4,750","$2,850 ",$998 ,35%
,BevCo,1197831,02-11-2021,South,Texas,Dallas,Dasani Water,$0.70 ,"6,750","$4,725 ","$2,599 ",55%
,BevCo,1197831,01-12-2021,South,Texas,Dallas,Coca-Cola,$0.60 ,"8,250","$4,950 ","$1,980 ",40%
,BevCo,1197831,01-12-2021,South,Texas,Dallas,Diet Coke,$0.60 ,"8,250","$4,950 ","$1,980 ",40%
,BevCo,1197831,01-12-2021,South,Texas,Dallas,Sprite,$0.65 ,"7,250","$4,713 ","$1,885 ",40%
,BevCo,1197831,01-12-2021,South,Texas,Dallas,Fanta,$0.65 ,"5,750","$3,738 ","$1,869 ",50%
,BevCo,1197831,01-12-2021,South,Texas,Dallas,Powerade,$0.60 ,"5,250","$3,150 ","$1,103 ",35%
,BevCo,1197831,01-12-2021,South,Texas,Dallas,Dasani Water,$0.70 ,"7,750","$5,425 ","$2,984 ",55%
,Sodapop,1185732,07-01-2021,Northeast,Pennsylvania,Philadelphia,Coca-Cola,$0.45 ,"4,250","$1,913 ","$1,052 ",55%
,Sodapop,1185732,07-01-2021,Northeast,Pennsylvania,Philadelphia,Diet Coke,$0.45 ,"2,250","$1,013 ",$354 ,35%
,Sodapop,1185732,07-01-2021,Northeast,Pennsylvania,Philadelphia,Sprite,$0.35 ,"2,250",$788 ,$315 ,40%
,Sodapop,1185732,07-01-2021,Northeast,Pennsylvania,Philadelphia,Fanta,$0.40 ,750,$300 ,$120 ,40%
,Sodapop,1185732,07-01-2021,Northeast,Pennsylvania,Philadelphia,Powerade,$0.55 ,"1,250",$688 ,$241 ,35%
